BATTING,dismissal,R,B,4s,6s,SR,id
Shoaib Malik,c Shan Masood b Imran Tahir,44,31,4,2,141.93,198
Hussain Talat,c Anwar Ali b Shahnawaz Dahani,4,6,0,0,66.66,198
Sherfane Rutherford,c David b Muzarabani,21,19,2,1,110.52,198
Ben Cutting,c David b Khushdil Shah,23,11,1,2,209.09,198
Wahab Riaz (c),c Anwar Ali b Khushdil Shah,1,5,0,0,20.00,198
Mohammad Umar,c †Mohammad Rizwan b Shahnawaz Dahani,0,2,0,0,0.00,198
Saqib Mahmood,not out,11,11,0,1,100.00,198
Salman Irshad,c & b Khushdil Shah,2,4,0,0,50.00,198
Fakhar Zaman,c Shahnawaz Dahani b Imran Tahir,60,37,5,2,162.16,199
Abdullah Shafique,lbw b Anwar Ali,4,3,1,0,133.33,199
Kamran Ghulam,c Shahnawaz Dahani b Abbas Afridi,42,38,6,0,110.52,199
Mohammad Hafeez,c Anwar Ali b Shahnawaz Dahani,43,29,1,3,148.27,199
Phil Salt †,not out,26,13,2,1,200.00,199
Rashid Khan,not out,1,1,0,0,100.00,199
Shan Masood,c Abdullah Shafique b Shaheen Shah Afridi,8,7,1,0,114.28,199
Mohammad Rizwan (c)†,b Rashid Khan,20,27,1,0,74.07,199
Sohaib Maqsood,c Zaman Khan b Haris Rauf,29,26,4,0,111.53,199
Rilee Rossouw,lbw b Rashid Khan,0,1,0,0,0.00,199
Tim David,c Fakhar Zaman b Zaman Khan,24,12,3,1,200.00,199
Khushdil Shah,c Abdullah Shafique b Haris Rauf,22,16,0,2,137.50,199
Anwar Ali,c Fakhar Zaman b Zaman Khan,5,9,0,0,55.55,199
Abbas Afridi,run out (Wiese/Shaheen Shah Afridi),1,1,0,0,100.00,199
Imran Tahir,c Brook b Zaman Khan,3,9,0,0,33.33,199
Blessing Muzarabani,b Shaheen Shah Afridi,0,2,0,0,0.00,199
Shahnawaz Dahani,not out,6,8,1,0,75.00,199
Rahmanullah Gurbaz,b Naseem Shah,19,13,2,1,146.15,200
Alex Hales,run out (Naseem Shah/†Sarfaraz Ahmed),62,38,4,4,163.15,200
Shadab Khan (c),c Ahsan Ali b Shahid Afridi,12,12,1,0,100.00,200
Asif Ali,c †Sarfaraz Ahmed b Noor Ahmad,6,7,1,0,85.71,200
Muhammad Akhlaq,lbw b Shahid Afridi,0,1,0,0,0.00,200
Azam Khan †,run out (Shahid Afridi),0,1,0,0,0.00,200
Liam Dawson,b Faulkner,13,18,1,0,72.22,200
Faheem Ashraf,c Noor Ahmad b Faulkner,55,28,5,4,196.42,200
Hasan Ali,not out,0,0,0,0,-,200
Mohammad Wasim,not out,12,2,0,2,600.00,200
Jason Roy,b Shadab Khan,54,27,10,1,200.00,200
Ahsan Ali,lbw b Dawson,30,23,3,1,130.43,200
James Vince,b Shadab Khan,29,22,3,1,131.81,200
Sarfaraz Ahmed (c)†,not out,50,32,3,2,156.25,200
Iftikhar Ahmed,c Mohammad Wasim b Shadab Khan,4,5,0,0,80.00,200
Umar Akmal,c Asif Ali b Mohammad Wasim,23,8,0,3,287.50,200
James Faulkner,not out,1,1,0,0,100.00,200
Hazratullah Zazai,c Babar Azam b Qasim Akram,52,42,6,1,123.80,201
Mohammad Haris †,b Mohammad Nabi,49,27,3,4,181.48,201
Liam Livingstone,c Qasim Akram b Jordan,6,8,0,0,75.00,201
Shoaib Malik,lbw b Jordan,31,21,3,0,147.61,201
Ben Cutting,c Sharjeel Khan b Jordan,26,15,4,0,173.33,201
Sherfane Rutherford,b Umaid Asif,11,5,2,0,220.00,201
Haider Ali,not out,2,1,0,0,200.00,201
Amad Butt,not out,1,1,0,0,100.00,201
Babar Azam (c),lbw b Salman Irshad,59,46,6,0,128.26,201
Sharjeel Khan,c Cutting b Salman Irshad,14,16,1,1,87.50,201
Joe Clarke †,b Livingstone,26,26,0,2,100.00,201
Mohammad Nabi,c Cutting b Mohammad Umar,15,11,2,0,136.36,201
Ian Cockbain,c Amad Butt b Wahab Riaz,14,13,0,1,107.69,201
Aamer Yamin,c Livingstone b Wahab Riaz,6,5,0,0,120.00,201
Sahibzada Farhan,not out,1,2,0,0,50.00,201
Chris Jordan,not out,1,1,0,0,100.00,201
Jason Roy,c †Salt b Shaheen Shah Afridi,0,2,0,0,0.00,202
Ahsan Ali,b Rashid Khan,8,12,1,0,66.66,202
James Vince,b Shaheen Shah Afridi,0,1,0,0,0.00,202
Sarfaraz Ahmed (c)†,run out (Kamran Ghulam),12,11,2,0,109.09,202
Iftikhar Ahmed,c Abdullah Shafique b Haris Rauf,52,39,2,3,133.33,202
Umar Akmal,c Shaheen Shah Afridi b Wiese,25,19,3,1,131.57,202
Hassan Khan,c Mohammad Hafeez b Wiese,17,19,1,0,89.47,202
Sohail Tanvir,not out,7,10,0,0,70.00,202
Noor Ahmad,not out,13,7,2,0,185.71,202
Fakhar Zaman,c Iftikhar Ahmed b Noor Ahmad,53,42,6,0,126.19,202
Abdullah Shafique,c Iftikhar Ahmed b Ghulam Mudassar,19,20,3,0,95.00,202
Kamran Ghulam,not out,55,39,4,1,141.02,202
Mohammad Hafeez,not out,9,5,0,1,180.00,202
Rahmanullah Gurbaz,c Babar Azam b Imad Wasim,12,5,0,2,240.00,203
Alex Hales,c Babar Azam b Umaid Asif,25,19,3,1,131.57,203
Muhammad Akhlaq,lbw b Mir Hamza,2,7,0,0,28.57,203
Shadab Khan (c),b Imad Wasim,34,26,3,1,130.76,203
Liam Dawson,c Imad Wasim b Thompson,15,16,0,1,93.75,203
Azam Khan †,run out (Mir Hamza/Umaid Asif),22,14,2,1,157.14,203
Asif Ali,c Sahibzada Farhan b Jordan,28,11,1,3,254.54,203
Faheem Ashraf,not out,29,10,3,2,290.00,203
Hasan Ali,not out,12,12,0,0,100.00,203
Sharjeel Khan,c sub (Mubasir Khan) b Asif Ali,44,29,4,3,151.72,203
Babar Azam (c),c †Azam Khan b Zeeshan Zameer,13,9,3,0,144.44,203
Joe Clarke †,lbw b Dawson,0,2,0,0,0.00,203
Sahibzada Farhan,c Rahmanullah Gurbaz b Waqas Maqsood,17,21,2,0,80.95,203
Qasim Akram,not out,51,26,6,1,196.15,203
Mohammad Nabi,b Asif Ali,3,3,0,0,100.00,203
Imad Wasim,c Hales b Waqas Maqsood,55,28,6,3,196.42,203
Jordan Thompson,b Waqas Maqsood,0,1,0,0,0.00,203
Chris Jordan,run out (Waqas Maqsood),0,1,0,0,0.00,203
Hazratullah Zazai,lbw b Naseem Shah,1,4,0,0,25.00,204
Mohammad Haris †,c & b Ghulam Mudassar,29,17,6,0,170.58,204
Liam Livingstone,b Naseem Shah,0,3,0,0,0.00,204
Shoaib Malik,c Umar Akmal b Khurram Shahzad,58,41,8,0,141.46,204
Hussain Talat,c Khurram Shahzad b Naseem Shah,51,33,6,1,154.54,204
Sherfane Rutherford,c Roy b Iftikhar Ahmed,0,6,0,0,0.00,204
Ben Cutting,c Sohail Tanvir b Naseem Shah,36,14,1,4,257.14,204
Wahab Riaz (c),not out,1,3,0,0,33.33,204
Usman Qadir,not out,0,0,0,0,-,204
Jason Roy,c Wahab Riaz b Livingstone,13,9,2,0,144.44,204
Will Smeed,b Salman Irshad,99,60,12,3,165.00,204
James Vince,b Usman Qadir,0,4,0,0,0.00,204
Sarfaraz Ahmed (c)†,c Livingstone b Hussain Talat,25,21,3,0,119.04,204
Iftikhar Ahmed,c †Mohammad Haris b Usman Qadir,10,11,0,0,90.90,204
Umar Akmal,st †Mohammad Haris b Usman Qadir,1,3,0,0,33.33,204
Sohail Tanvir,c Hazratullah Zazai b Salman Irshad,2,4,0,0,50.00,204
Noor Ahmad,c †Mohammad Haris b Wahab Riaz,0,2,0,0,0.00,204
Khurram Shahzad,not out,0,2,0,0,0.00,204
Naseem Shah,not out,5,5,1,0,100.00,204
Sharjeel Khan,c Aamer Azmat b Khushdil Shah,36,34,1,2,105.88,205
Babar Azam (c),lbw b Rumman Raees,2,4,0,0,50.00,205
Joe Clarke,c Shan Masood b Imran Tahir,40,29,3,2,137.93,205
Qasim Akram,c David b Shahnawaz Dahani,13,10,0,1,130.00,205
Rohail Nazir †,c Shan Masood b Muzarabani,21,12,4,0,175.00,205
Mohammad Nabi,c David b Shahnawaz Dahani,21,15,1,1,140.00,205
Imad Wasim,not out,32,16,5,1,200.00,205
Chris Jordan,not out,0,0,0,0,-,205
Shan Masood,c Mohammad Nabi b Mir Hamza,45,41,6,0,109.75,205
Mohammad Rizwan (c)†,c Qasim Akram b Jordan,76,56,8,0,135.71,205
Tim David,c Clarke b Mir Hamza,13,7,2,0,185.71,205
Rilee Rossouw,not out,14,5,1,1,280.00,205
Khushdil Shah,not out,21,9,1,2,233.33,205
Hazratullah Zazai,c de Lange b Dawson,13,12,2,0,108.33,206
Mohammad Haris †,c Muhammad Musa b Waqas Maqsood,70,32,7,5,218.75,206
Yasir Khan,c Faheem Ashraf b Zahir Khan,35,24,3,2,145.83,206
Shoaib Malik,c de Lange b Faheem Ashraf,38,23,2,2,165.21,206
Sherfane Rutherford,c Zahir Khan b Faheem Ashraf,16,9,0,2,177.77,206
Liam Livingstone,c Asif Ali b Faheem Ashraf,9,8,0,1,112.50,206
Ben Cutting,c Rahmanullah Gurbaz b Waqas Maqsood,0,2,0,0,0.00,206
Hussain Talat,not out,8,7,0,0,114.28,206
Wahab Riaz (c),c Rahmanullah Gurbaz b de Lange,0,1,0,0,0.00,206
Usman Qadir,not out,6,3,1,0,200.00,206
Rahmanullah Gurbaz,c Livingstone b Salman Irshad,46,19,3,5,242.10,206
Mubasir Khan,c Cutting b Hussain Talat,21,19,2,1,110.52,206
Danish Aziz,c †Mohammad Haris b Wahab Riaz,0,3,0,0,0.00,206
Azam Khan †,c Cutting b Wahab Riaz,85,45,6,7,188.88,206
Liam Dawson,c & b Cutting,4,6,0,0,66.66,206
Asif Ali (c),c Hussain Talat b Salman Irshad,11,12,0,1,91.66,206
Faheem Ashraf,c Shoaib Malik b Salman Irshad,9,6,2,0,150.00,206
Marchant de Lange,not out,7,6,0,0,116.66,206
Muhammad Musa,not out,6,5,1,0,120.00,206
Shan Masood,lbw b Mohammad Irfan,57,38,6,1,150.00,207
Mohammad Rizwan (c)†,not out,83,54,7,3,153.70,207
Rilee Rossouw,c Iftikhar Ahmed b Naseem Shah,71,26,9,4,273.07,207
Khushdil Shah,c Ahsan Ali b Ghulam Mudassar,10,4,2,0,250.00,207
Tim David,not out,0,0,0,0,-,207
Jason Roy,c Aamer Azmat b Willey,38,19,7,1,200.00,207
Will Smeed,lbw b Willey,1,2,0,0,50.00,207
Ahsan Ali,c Willey b Asif Afridi,1,2,0,0,50.00,207
Umar Akmal,c Shahnawaz Dahani b Imran Tahir,50,23,2,6,217.39,207
Iftikhar Ahmed,b Asif Afridi,4,8,0,0,50.00,207
Sarfaraz Ahmed (c)†,not out,17,23,1,0,73.91,207
Sohail Tanvir,c Rossouw b Khushdil Shah,5,8,0,0,62.50,207
Noor Ahmad,b Shahnawaz Dahani,8,4,0,1,200.00,207
Naseem Shah,b Shahnawaz Dahani,2,3,0,0,66.66,207
Ghulam Mudassar,run out (Shan Masood/Imran Tahir),0,2,0,0,0.00,207
Mohammad Irfan,b Khushdil Shah,0,1,0,0,0.00,207
Joe Clarke,c Wiese b Zaman Khan,4,5,1,0,80.00,208
Babar Azam (c),st †Salt b Rashid Khan,39,32,5,0,121.87,208
Sharjeel Khan,lbw b Shaheen Shah Afridi,2,4,0,0,50.00,208
Qasim Akram,b Rashid Khan,26,18,3,1,144.44,208
Rohail Nazir †,c Wiese b Zaman Khan,18,12,3,0,150.00,208
Mohammad Nabi,b Mohammad Hafeez,8,12,0,0,66.66,208
Imad Wasim,b Rashid Khan,8,6,0,1,133.33,208
Lewis Gregory,b Zaman Khan,27,16,5,0,168.75,208
Chris Jordan,b Rashid Khan,0,1,0,0,0.00,208
Usman Shinwari,c Mohammad Hafeez b Zaman Khan,5,11,0,0,45.45,208
Mir Hamza,not out,1,2,0,0,50.00,208
Abdullah Shafique,c Qasim Akram b Mir Hamza,8,12,1,0,66.66,208
Fakhar Zaman,c Jordan b Mir Hamza,1,5,0,0,20.00,208
Kamran Ghulam,c Qasim Akram b Imad Wasim,13,15,1,0,86.66,208
Mohammad Hafeez,run out (Qasim Akram/†Rohail Nazir),33,24,4,0,137.50,208
Phil Salt †,c Babar Azam b Jordan,8,12,0,0,66.66,208
Harry Brook,c Gregory b Mir Hamza,26,21,1,1,123.80,208
David Wiese,lbw b Mir Hamza,31,23,2,1,134.78,208
Rashid Khan,b Jordan,0,4,0,0,0.00,208
Shaheen Shah Afridi (c),run out (Imad Wasim/Jordan),0,3,0,0,0.00,208
Haris Rauf,not out,1,1,0,0,100.00,208
Zaman Khan,not out,1,1,0,0,100.00,208
Fakhar Zaman,c Faheem Ashraf b Zahir Khan,51,41,4,1,124.39,209
Phil Salt †,b Faheem Ashraf,2,3,0,0,66.66,209
Kamran Ghulam,lbw b Faheem Ashraf,0,2,0,0,0.00,209
Mohammad Hafeez,run out (Faheem Ashraf),2,4,0,0,50.00,209
Harry Brook,not out,102,49,10,5,208.16,209
Sohail Akhtar,st †Azam Khan b Dawson,15,9,1,1,166.66,209
David Wiese,c Rahmanullah Gurbaz b Faheem Ashraf,17,12,0,1,141.66,209
Rahmanullah Gurbaz,c Fakhar Zaman b Shaheen Shah Afridi,20,11,2,1,181.81,209
Mubasir Khan,b Shaheen Shah Afridi,6,5,0,0,120.00,209
Mohammad Wasim,lbw b Rashid Khan,12,14,2,0,85.71,209
Liam Dawson,c Brook b Zaman Khan,31,26,4,1,119.23,209
Azam Khan †,st †Salt b Rashid Khan,10,15,1,0,66.66,209
Danish Aziz,not out,30,26,4,0,115.38,209
Asif Ali (c),c Wiese b Zaman Khan,12,9,1,1,133.33,209
Faheem Ashraf,lbw b Haris Rauf,2,4,0,0,50.00,209
Marchant de Lange,c Shaheen Shah Afridi b Haris Rauf,2,4,0,0,50.00,209
Waqas Maqsood,c Zaman Khan b Wiese,1,5,0,0,20.00,209
Zahir Khan,not out,0,1,0,0,0.00,209
Jason Roy,c Umaid Asif b Mir Hamza,82,64,11,0,128.12,210
Will Smeed,c Gregory b Usman Shinwari,10,11,2,0,90.90,210
James Vince,b Gregory,29,24,3,1,120.83,210
Umar Akmal,c Gregory b Imad Wasim,2,5,0,0,40.00,210
Iftikhar Ahmed,not out,21,14,1,1,150.00,210
Hassan Khan,not out,3,2,0,0,150.00,210
Joe Clarke †,b Mohammad Irfan,52,39,4,2,133.33,210
Babar Azam (c),b Khurram Shahzad,36,34,3,1,105.88,210
Sharjeel Khan,b Khurram Shahzad,16,7,1,2,228.57,210
Qasim Akram,c Smeed b Naseem Shah,9,10,0,1,90.00,210
Rohail Nazir,c Smeed b Naseem Shah,8,12,0,0,66.66,210
Imad Wasim,c Umar Akmal b Ashir Qureshi,11,10,0,1,110.00,210
Lewis Gregory,b Khurram Shahzad,1,3,0,0,33.33,210
Tom Lammonby,b Khurram Shahzad,0,1,0,0,0.00,210
Umaid Asif,not out,2,3,0,0,66.66,210
Usman Shinwari,not out,2,2,0,0,100.00,210
Nasir Nawaz,c Willey b Imran Tahir,14,17,0,0,82.35,211
Muhammad Hurraira,c Rossouw b Asif Afridi,2,8,0,0,25.00,211
Liam Dawson,c Asif Afridi b Willey,22,11,5,0,200.00,211
Azam Khan †,c Shan Masood b Shahnawaz Dahani,8,18,0,0,44.44,211
Danish Aziz,c Khushdil Shah b David,6,15,0,0,40.00,211
Asif Ali (c),c Shan Masood b Asif Afridi,9,12,1,0,75.00,211
Zafar Gohar,c David b Imran Tahir,9,9,0,0,100.00,211
Muhammad Musa,not out,26,21,2,2,123.80,211
Zahid Mahmood,not out,3,9,0,0,33.33,211
Shan Masood,st †Azam Khan b Dawson,4,9,0,0,44.44,211
Mohammad Rizwan (c)†,not out,51,42,2,1,121.42,211
Aamer Azmat,b Dawson,4,3,1,0,133.33,211
Khushdil Shah,c Asif Ali b Dawson,2,6,0,0,33.33,211
Tim David,c Nasir Nawaz b Zahid Mahmood,17,12,2,1,141.66,211
David Willey,not out,28,32,1,1,87.50,211
Mohammad Haris,c Fawad Ahmed b Haris Rauf,6,5,1,0,120.00,212
Hazratullah Zazai,c & b Mohammad Hafeez,20,16,3,0,125.00,212
Kamran Akmal †,b Fawad Ahmed,18,14,1,1,128.57,212
Haider Ali,c Shaheen Shah Afridi b Wiese,25,22,2,1,113.63,212
Shoaib Malik,c Brook b Fawad Ahmed,32,28,1,1,114.28,212
Hussain Talat,not out,17,18,1,0,94.44,212
Amad Butt,c Brook b Shaheen Shah Afridi,9,6,1,0,150.00,212
Wahab Riaz (c),run out (Kamran Ghulam),1,1,0,0,100.00,212
Khalid Usman,not out,19,11,2,0,172.72,212
Fakhar Zaman,c †Kamran Akmal b Shoaib Malik,0,1,0,0,0.00,212
Phil Salt †,b Arshad Iqbal,14,10,3,0,140.00,212
Kamran Ghulam,c Mohammad Haris b Arshad Iqbal,25,18,3,1,138.88,212
Mohammad Hafeez,c Mohammad Haris b Wahab Riaz,49,44,3,1,111.36,212
Harry Brook,lbw b Amad Butt,2,5,0,0,40.00,212
Sohail Akhtar,lbw b Mohammad Umar,19,19,1,1,100.00,212
David Wiese,lbw b Khalid Usman,1,4,0,0,25.00,212
Shaheen Shah Afridi (c),not out,39,20,2,4,195.00,212
Haris Rauf,c sub (Yasir Khan) b Wahab Riaz,0,1,0,0,0.00,212
Fawad Ahmed,not out,0,0,0,0,-,212
Shan Masood,lbw b Mohammad Hafeez,2,5,0,0,40.00,213
Mohammad Rizwan (c)†,not out,53,51,3,0,103.92,213
Aamer Azmat,st †Salt b Patel,33,22,5,0,150.00,213
Rilee Rossouw,not out,65,42,7,1,154.76,213
Fakhar Zaman,lbw b Willey,63,45,2,4,140.00,213
Abdullah Shafique,lbw b Asif Afridi,5,8,1,0,62.50,213
Kamran Ghulam,run out (Shan Masood/†Mohammad Rizwan),20,17,2,0,117.64,213
Mohammad Hafeez,st †Mohammad Rizwan b Khushdil Shah,0,3,0,0,0.00,213
Harry Brook,lbw b Shahnawaz Dahani,13,12,1,0,108.33,213
Samit Patel,c Shahnawaz Dahani b Willey,11,11,1,0,100.00,213
Phil Salt †,c Aamer Azmat b Shahnawaz Dahani,1,3,0,0,33.33,213
David Wiese,lbw b Rumman Raees,8,7,0,0,114.28,213
Shaheen Shah Afridi (c),b Shahnawaz Dahani,1,3,0,0,33.33,213
Haris Rauf,not out,7,7,0,1,100.00,213
Zaman Khan,not out,0,4,0,0,0.00,213
Kamran Akmal,c Waqas Maqsood b Shadab Khan,58,39,7,2,148.71,214
Mohammad Haris †,c Asif Ali b Faheem Ashraf,12,8,2,0,150.00,214
Yasir Khan,c Dawson b Hasan Ali,8,12,1,0,66.66,214
Shoaib Malik,c Jacks b Hasan Ali,55,43,4,2,127.90,214
Hussain Talat,c Athar Mahmood b Hasan Ali,28,15,5,0,186.66,214
Haider Ali,not out,1,2,0,0,50.00,214
Benny Howell,not out,2,1,0,0,200.00,214
Will Jacks,b Khalid Usman,11,8,0,1,137.50,214
Alex Hales,b Salman Irshad,62,49,6,3,126.53,214
Shadab Khan (c),c Wahab Riaz b Salman Irshad,22,17,1,1,129.41,214
Azam Khan †,lbw b Howell,28,22,1,2,127.27,214
Asif Ali,b Salman Irshad,7,6,0,1,116.66,214
Faheem Ashraf,not out,19,13,2,1,146.15,214
Liam Dawson,not out,10,2,1,1,500.00,214
Fakhar Zaman,c Waqas Maqsood b Dawson,1,3,0,0,33.33,215
Phil Salt †,b Dawson,2,7,0,0,28.57,215
Abdullah Shafique,c Shadab Khan b Waqas Maqsood,52,28,4,3,185.71,215
Kamran Ghulam,c Jacks b Shadab Khan,30,26,3,1,115.38,215
Mohammad Hafeez,c Jacks b Mohammad Wasim,28,28,1,0,100.00,215
Harry Brook,run out (Mohammad Wasim/†Azam Khan),2,2,0,0,100.00,215
Samit Patel,c sub (Muhammad Hurraira) b Mohammad Wasim,21,18,1,1,116.66,215
David Wiese,not out,28,8,1,3,350.00,215
Shaheen Shah Afridi (c),not out,0,0,0,0,-,215
Paul Stirling,c Haris Rauf b Shaheen Shah Afridi,13,10,1,1,130.00,215
Alex Hales,c Kamran Ghulam b Haris Rauf,38,29,2,1,131.03,215
Will Jacks,c Haris Rauf b Shaheen Shah Afridi,0,2,0,0,0.00,215
Shadab Khan (c),c †Salt b Zaman Khan,14,8,1,1,175.00,215
Liam Dawson,run out (Abdullah Shafique/†Salt),12,6,3,0,200.00,215
Azam Khan †,run out (Haris Rauf),40,28,3,2,142.85,215
Asif Ali,c Brook b Haris Rauf,25,22,1,1,113.63,215
Hasan Ali,c Abdullah Shafique b Zaman Khan,6,6,1,0,100.00,215
Mohammad Wasim,run out (Abdullah Shafique/†Salt),5,7,0,0,71.42,215
Athar Mahmood,not out,0,0,0,0,-,215
Waqas Maqsood,c Abdullah Shafique b Wiese,0,1,0,0,0.00,215
Fakhar Zaman,c Shahnawaz Dahani b Asif Afridi,3,6,0,0,50.00,216
Abdullah Shafique,st †Mohammad Rizwan b Asif Afridi,14,13,2,0,107.69,216
Zeeshan Ashraf †,c †Mohammad Rizwan b Willey,7,5,1,0,140.00,216
Kamran Ghulam,c David b Asif Afridi,15,20,0,0,75.00,216
Mohammad Hafeez,c Shan Masood b Shahnawaz Dahani,69,46,9,1,150.00,216
Harry Brook,not out,41,22,2,3,186.36,216
David Wiese,not out,28,8,1,3,350.00,216
Shan Masood,run out (Fakhar Zaman),19,15,1,0,126.66,216
Mohammad Rizwan (c)†,b Mohammad Hafeez,14,12,3,0,116.66,216
Aamer Azmat,c Fakhar Zaman b Mohammad Hafeez,6,9,0,0,66.66,216
Rilee Rossouw,c Abdullah Shafique b Zaman Khan,15,22,1,0,68.18,216
Asif Afridi,b Zaman Khan,1,3,0,0,33.33,216
Tim David,c Fakhar Zaman b Shaheen Shah Afridi,27,17,2,1,158.82,216
Khushdil Shah,b Haris Rauf,32,23,4,1,139.13,216
David Willey,b Shaheen Shah Afridi,0,1,0,0,0.00,216
Rumman Raees,b Shaheen Shah Afridi,6,7,1,0,85.71,216
Imran Tahir,c Haris Rauf b Wiese,10,7,2,0,142.85,216
Shahnawaz Dahani,not out,0,1,0,0,0.00,216
Fakhar Zaman,c Hosein b Usama Mir,66,42,3,5,157.14,217
Mirza Baig,c Usama Mir b Hosein,32,26,5,0,123.07,217
Shai Hope †,c Pollard b Usama Mir,19,17,1,1,111.76,217
Kamran Ghulam,b Ihsanullah,3,6,0,0,50.00,217
Sikandar Raza,not out,19,14,1,1,135.71,217
Hussain Talat,c Usama Mir b Ihsanullah,20,12,1,1,166.66,217
David Wiese,lbw b Shahnawaz Dahani,5,4,1,0,125.00,217
Shan Masood,c Zaman Khan b Hussain Talat,35,31,4,0,112.90,217
Mohammad Rizwan (c)†,b Shaheen Shah Afridi,75,50,8,1,150.00,217
David Miller,b Haris Rauf,25,20,3,0,125.00,217
Kieron Pollard,run out (Hussain Talat/†Hope),20,12,1,1,166.66,217
Khushdil Shah,not out,12,6,2,0,200.00,217
Usman Khan,lbw b Zaman Khan,0,1,0,0,0.00,217
Usama Mir,run out (Dawson/Zaman Khan),0,0,0,0,-,217
Akeal Hosein,not out,0,0,0,0,-,217
Mohammad Haris †,lbw b Mir Hamza,10,5,2,0,200.00,218
Babar Azam (c),c Tye b Imran Tahir,68,46,7,1,147.82,218
Saim Ayub,run out (Mir Hamza),1,1,0,0,100.00,218
Tom Kohler-Cadmore,c Imran Tahir b Cutting,92,50,7,6,184.00,218
Bhanuka Rajapaksa,c Cutting b Tye,6,6,0,0,100.00,218
James Neesham,not out,16,11,1,0,145.45,218
Shakib Al Hasan,not out,1,1,0,0,100.00,218
Matthew Wade †,c Kohler-Cadmore b Neesham,23,15,3,1,153.33,218
Sharjeel Khan,c †Mohammad Haris b Wahab Riaz,0,1,0,0,0.00,218
Haider Ali,c Saim Ayub b Salman Irshad,12,10,1,0,120.00,218
Qasim Akram,c Kohler-Cadmore b Neesham,7,10,1,0,70.00,218
Shoaib Malik,c †Mohammad Haris b Wahab Riaz,52,34,4,2,152.94,218
Imad Wasim (c),not out,80,47,7,4,170.21,218
Ben Cutting,not out,9,8,1,0,112.50,218
Jason Roy,c Miller b Ihsanullah,27,18,3,1,150.00,219
Martin Guptill,c Pollard b Sameen Gul,7,6,1,0,116.66,219
Abdul Bangalzai,c Pollard b Abbas Afridi,1,6,0,0,16.66,219
Sarfaraz Ahmed (c)†,b Ihsanullah,2,7,0,0,28.57,219
Umar Akmal,c †Mohammad Rizwan b Ihsanullah,11,17,1,0,64.70,219
Iftikhar Ahmed,lbw b Ihsanullah,0,1,0,0,0.00,219
Mohammad Nawaz,lbw b Usama Mir,14,18,2,0,77.77,219
Mohammad Hafeez,c †Mohammad Rizwan b Abbas Afridi,18,15,1,1,120.00,219
Naseem Shah,b Ihsanullah,1,2,0,0,50.00,219
Mohammad Hasnain,c †Mohammad Rizwan b Sameen Gul,22,20,2,1,110.00,219
Nuwan Thushara,not out,0,3,0,0,0.00,219
Shan Masood,lbw b Thushara,3,5,0,0,60.00,219
Mohammad Rizwan (c)†,not out,28,34,2,0,82.35,219
Rilee Rossouw,not out,78,42,9,3,185.71,219
Sharjeel Khan,c Munro b Curran,34,26,4,1,130.76,220
James Vince,b Rumman Raees,4,3,1,0,133.33,220
Haider Ali,c van der Dussen b Faheem Ashraf,59,45,7,2,131.11,220
Matthew Wade †,c †Azam Khan b Mohammad Wasim,18,18,2,0,100.00,220
Shoaib Malik,c Shadab Khan b Rumman Raees,18,10,2,1,180.00,220
Imad Wasim (c),c Asif Ali b Mohammad Wasim,0,1,0,0,0.00,220
Irfan Khan,c †Azam Khan b Curran,19,11,0,2,172.72,220
James Fuller,not out,12,5,2,0,240.00,220
Andrew Tye,not out,1,1,0,0,100.00,220
Paul Stirling,lbw b Muhammad Musa,4,7,0,0,57.14,220
Hassan Nawaz,c †Wade b Mohammad Amir,7,7,1,0,100.00,220
Rassie van der Dussen,b Imad Wasim,31,25,4,1,124.00,220
Colin Munro,run out (†Wade/Fuller),58,28,5,4,207.14,220
Azam Khan †,c Haider Ali b Muhammad Musa,44,28,6,1,157.14,220
Asif Ali,not out,4,5,0,0,80.00,220
Faheem Ashraf,c Irfan Khan b Mohammad Amir,12,7,2,0,171.42,220
Tom Curran,not out,10,3,1,1,333.33,220
Shan Masood,c †Mohammad Haris b Salman Irshad,20,25,2,0,80.00,221
Mohammad Rizwan (c)†,c †Mohammad Haris b Sufiyan Muqeem,66,42,9,1,157.14,221
Rilee Rossouw,lbw b Salman Irshad,75,36,12,2,208.33,221
David Miller,not out,23,14,1,1,164.28,221
Kieron Pollard,not out,15,6,2,1,250.00,221
Mohammad Haris †,run out (Abbas Afridi),40,23,1,4,173.91,221
Babar Azam (c),lbw b Ihsanullah,9,8,1,0,112.50,221
Saim Ayub,b Usama Mir,53,37,3,3,143.24,221
Tom Kohler-Cadmore,c Brathwaite b Usama Mir,3,6,0,0,50.00,221
Rovman Powell,c Miller b Abbas Afridi,23,12,1,2,191.66,221
Bhanuka Rajapaksa,c Pollard b Usama Mir,1,3,0,0,33.33,221
James Neesham,c Shan Masood b Abbas Afridi,12,9,1,1,133.33,221
Wahab Riaz,b Brathwaite,1,2,0,0,50.00,221
Khurram Shahzad,c Rossouw b Ihsanullah,2,4,0,0,50.00,221
Sufiyan Muqeem,not out,4,5,0,0,80.00,221
Salman Irshad,b Ihsanullah,0,5,0,0,0.00,221
Jason Roy,lbw b Imad Wasim,0,2,0,0,0.00,222
Martin Guptill,c Irfan Khan b Aamer Yamin,117,67,12,5,174.62,222
Abdul Bangalzai,st †Wade b Imad Wasim,0,3,0,0,0.00,222
